Year,Month,DayOfWeek,IATA_Code_Marketing_Airline,CRSDepTime,DepDelay,ArrDelay,Distance,CarrierDelay,WeatherDelay,LateAircraftDelay,Delay_Category
2024,1,7,DL,1255,71.0,64.0,1749.0,63.0,0.0,1.0,Red
2024,1,5,AA,1834,254.0,293.0,833.0,254.0,0.0,0.0,Red
2024,1,6,AA,500,4.0,-24.0,1107.0,0.0,0.0,0.0,Green
2024,1,2,WN,1520,33.0,12.0,577.0,0.0,0.0,0.0,Green
2024,1,6,DL,600,278.0,288.0,143.0,278.0,0.0,0.0,Red
2024,1,6,WN,1205,186.0,177.0,440.0,0.0,0.0,177.0,Red
2024,1,1,AA,1219,-3.0,-32.0,1258.0,0.0,0.0,0.0,Green
2024,1,1,WN,700,0.0,-13.0,842.0,0.0,0.0,0.0,Green
2024,1,3,AA,519,-3.0,19.0,140.0,0.0,0.0,0.0,Orange
2024,1,2,B6,2210,19.0,-5.0,1179.0,0.0,0.0,0.0,Green
2024,1,6,AS,1000,-2.0,0.0,569.0,0.0,0.0,0.0,Green
2024,1,7,UA,1720,-7.0,-7.0,295.0,0.0,0.0,0.0,Green
2024,1,1,WN,730,9.0,-8.0,1090.0,0.0,0.0,0.0,Green
2024,1,1,UA,1040,-2.0,-15.0,409.0,0.0,0.0,0.0,Green
2024,1,6,AA,1928,-7.0,-7.0,992.0,0.0,0.0,0.0,Green
2024,1,3,DL,2210,-11.0,-22.0,2994.0,0.0,0.0,0.0,Green
2024,1,2,DL,1815,-6.0,-15.0,213.0,0.0,0.0,0.0,Green
2024,1,3,UA,600,2.0,-4.0,628.0,0.0,0.0,0.0,Green
2024,1,1,UA,1455,4.0,-10.0,1012.0,0.0,0.0,0.0,Green
2024,1,2,UA,1330,-13.0,-27.0,921.0,0.0,0.0,0.0,Green
2024,1,2,WN,1700,-6.0,-26.0,273.0,0.0,0.0,0.0,Green
2024,1,1,AA,1311,0.0,10.0,1698.0,0.0,0.0,0.0,Green
2024,1,6,AS,900,7.0,1.0,129.0,0.0,0.0,0.0,Green
2024,1,7,WN,1930,-1.0,-14.0,249.0,0.0,0.0,0.0,Green
2024,1,5,DL,715,-2.0,1.0,594.0,0.0,0.0,0.0,Green
2024,1,6,UA,1341,0.0,32.0,752.0,0.0,0.0,0.0,Orange
2024,1,1,WN,1050,291.0,285.0,591.0,285.0,0.0,0.0,Red
2024,1,1,F9,1510,-8.0,-26.0,853.0,0.0,0.0,0.0,Green
2024,1,5,NK,1214,-8.0,8.0,852.0,0.0,0.0,0.0,Green
2024,1,5,UA,709,227.0,229.0,413.0,0.0,227.0,0.0,Red
2024,1,6,UA,1730,70.0,45.0,414.0,13.0,0.0,32.0,Orange
2024,1,2,DL,1650,-2.0,-14.0,509.0,0.0,0.0,0.0,Green
2024,1,6,WN,1250,108.0,93.0,770.0,11.0,0.0,82.0,Red
2024,1,3,WN,640,22.0,27.0,159.0,22.0,0.0,0.0,Orange
2024,1,5,WN,1500,2.0,-7.0,700.0,0.0,0.0,0.0,Green
2024,1,1,WN,625,-5.0,-20.0,289.0,0.0,0.0,0.0,Green
2024,1,1,AS,740,-10.0,0.0,2704.0,0.0,0.0,0.0,Green
2024,1,7,AA,923,-8.0,-21.0,328.0,0.0,0.0,0.0,Green
2024,1,5,AA,1622,164.0,183.0,224.0,128.0,0.0,36.0,Red
2024,1,2,UA,600,-10.0,-13.0,325.0,0.0,0.0,0.0,Green
2024,1,1,AA,1709,57.0,57.0,343.0,0.0,0.0,57.0,Orange
2024,1,3,DL,1335,1.0,11.0,2640.0,0.0,0.0,0.0,Green
2024,1,7,AS,2056,68.0,53.0,672.0,0.0,0.0,53.0,Orange
2024,1,1,AA,1450,-8.0,-16.0,191.0,0.0,0.0,0.0,Green
2024,1,1,WN,1850,-8.0,-12.0,247.0,0.0,0.0,0.0,Green
2024,1,2,AS,1705,-3.0,-10.0,399.0,0.0,0.0,0.0,Green
2024,1,7,F9,1812,3.0,-1.0,1052.0,0.0,0.0,0.0,Green
2024,1,4,WN,1330,164.0,161.0,1069.0,161.0,0.0,0.0,Red
2024,1,2,AA,1855,-2.0,-3.0,846.0,0.0,0.0,0.0,Green
2024,1,2,B6,1921,-11.0,-22.0,1010.0,0.0,0.0,0.0,Green
2024,1,3,DL,1542,-6.0,-22.0,581.0,0.0,0.0,0.0,Green
2024,1,6,AA,1126,-4.0,-21.0,177.0,0.0,0.0,0.0,Green
2024,1,3,DL,1459,-7.0,-25.0,273.0,0.0,0.0,0.0,Green
2024,1,2,AA,1820,20.0,27.0,184.0,0.0,0.0,20.0,Orange
2024,1,7,NK,2010,0.0,-9.0,258.0,0.0,0.0,0.0,Green
2024,1,7,AA,2238,35.0,38.0,331.0,9.0,0.0,26.0,Orange
2024,1,2,WN,700,-3.0,-16.0,337.0,0.0,0.0,0.0,Green
2024,1,4,DL,1005,14.0,9.0,1404.0,0.0,0.0,0.0,Green
2024,1,1,AS,1025,-7.0,-10.0,543.0,0.0,0.0,0.0,Green
2024,1,5,AA,1554,0.0,12.0,986.0,0.0,0.0,0.0,Green
2024,1,2,DL,840,1.0,1.0,1235.0,0.0,0.0,0.0,Green
2024,1,7,UA,644,-8.0,3.0,130.0,0.0,0.0,0.0,Green
2024,1,5,UA,1440,-1.0,6.0,1014.0,0.0,0.0,0.0,Green
2024,1,2,DL,1556,-2.0,-5.0,1979.0,0.0,0.0,0.0,Green
2024,1,2,DL,2149,-8.0,-19.0,620.0,0.0,0.0,0.0,Green
2024,1,3,DL,1259,27.0,20.0,780.0,20.0,0.0,0.0,Orange
2024,1,3,B6,1100,-6.0,-12.0,937.0,0.0,0.0,0.0,Green
2024,1,7,UA,625,-2.0,2.0,528.0,0.0,0.0,0.0,Green
2024,1,6,UA,941,-6.0,-16.0,251.0,0.0,0.0,0.0,Green
2024,1,2,G4,640,10.0,17.0,359.0,0.0,10.0,0.0,Orange
2024,1,2,AA,2034,-8.0,11.0,562.0,0.0,0.0,0.0,Green
2024,1,6,UA,1150,-1.0,-5.0,501.0,0.0,0.0,0.0,Green
2024,1,1,AS,1200,-7.0,9.0,326.0,0.0,0.0,0.0,Green
2024,1,3,WN,1120,-4.0,-27.0,917.0,0.0,0.0,0.0,Green
2024,1,5,WN,1455,37.0,26.0,1012.0,0.0,0.0,26.0,Orange
2024,1,2,DL,55,-4.0,-14.0,1426.0,0.0,0.0,0.0,Green
2024,1,3,DL,950,-1.0,-11.0,733.0,0.0,0.0,0.0,Green
2024,1,2,DL,1639,48.0,49.0,489.0,48.0,0.0,0.0,Orange
2024,1,3,WN,1855,19.0,12.0,587.0,0.0,0.0,0.0,Green
2024,1,5,DL,1238,-2.0,-6.0,356.0,0.0,0.0,0.0,Green
2024,1,3,UA,720,12.0,32.0,1117.0,12.0,0.0,0.0,Orange
2024,1,5,DL,1837,1.0,-12.0,4983.0,0.0,0.0,0.0,Green
2024,1,2,DL,1817,-3.0,-20.0,229.0,0.0,0.0,0.0,Green
2024,1,2,DL,1735,-2.0,-6.0,2475.0,0.0,0.0,0.0,Green
2024,1,6,WN,710,220.0,223.0,888.0,220.0,0.0,0.0,Red
2024,1,7,UA,954,-3.0,-6.0,1062.0,0.0,0.0,0.0,Green
2024,1,2,NK,605,-1.0,10.0,1984.0,0.0,0.0,0.0,Green
2024,1,5,DL,600,-8.0,-23.0,594.0,0.0,0.0,0.0,Green
2024,1,2,AA,1000,-4.0,2.0,399.0,0.0,0.0,0.0,Green
2024,1,4,WN,1625,-5.0,-31.0,1012.0,0.0,0.0,0.0,Green
2024,1,7,UA,1815,-2.0,-6.0,1182.0,0.0,0.0,0.0,Green
2024,1,6,AA,955,9.0,-5.0,347.0,0.0,0.0,0.0,Green
2024,1,1,UA,1710,31.0,22.0,516.0,0.0,0.0,22.0,Orange
2024,1,4,AA,825,-6.0,-16.0,550.0,0.0,0.0,0.0,Green
2024,1,7,DL,1107,27.0,19.0,425.0,0.0,0.0,19.0,Orange
2024,1,7,AA,1350,20.0,15.0,460.0,5.0,0.0,10.0,Orange
2024,1,1,NK,2116,0.0,23.0,502.0,0.0,0.0,0.0,Orange
2024,1,3,F9,1136,-1.0,-20.0,534.0,0.0,0.0,0.0,Green
2024,1,5,AA,1455,-8.0,4.0,594.0,0.0,0.0,0.0,Green
2024,1,3,NK,2213,8.0,-8.0,1120.0,0.0,0.0,0.0,Green
2024,1,7,UA,1755,-3.0,-27.0,773.0,0.0,0.0,0.0,Green
2024,1,1,B6,1415,-14.0,-23.0,184.0,0.0,0.0,0.0,Green
2024,1,2,WN,1535,-3.0,-5.0,1183.0,0.0,0.0,0.0,Green
2024,1,6,AS,1855,-5.0,-26.0,2552.0,0.0,0.0,0.0,Green
2024,1,2,AA,720,-4.0,33.0,1440.0,0.0,0.0,0.0,Orange
2024,1,1,UA,1810,-4.0,-2.0,1589.0,0.0,0.0,0.0,Green
2024,1,5,DL,1945,0.0,30.0,541.0,0.0,0.0,0.0,Orange
2024,1,3,DL,2240,-4.0,-13.0,689.0,0.0,0.0,0.0,Green
2024,1,3,DL,1810,1.0,11.0,594.0,0.0,0.0,0.0,Green
2024,1,1,AA,2035,1.0,-2.0,813.0,0.0,0.0,0.0,Green
2024,1,4,DL,1759,-1.0,-8.0,590.0,0.0,0.0,0.0,Green
2024,1,3,WN,1955,16.0,8.0,226.0,0.0,0.0,0.0,Green
2024,1,1,AA,811,-9.0,7.0,969.0,0.0,0.0,0.0,Green
2024,1,7,AA,1501,75.0,82.0,1916.0,63.0,0.0,12.0,Red
2024,1,2,AA,1807,42.0,34.0,1773.0,0.0,0.0,34.0,Orange
2024,1,6,DL,1805,8.0,26.0,1965.0,0.0,0.0,8.0,Orange
2024,1,3,UA,825,-3.0,-17.0,372.0,0.0,0.0,0.0,Green
2024,1,2,AA,2018,-7.0,-29.0,388.0,0.0,0.0,0.0,Green
2024,1,4,WN,1825,19.0,6.0,1491.0,0.0,0.0,0.0,Green
2024,1,3,AA,1130,37.0,31.0,802.0,12.0,0.0,19.0,Orange
2024,1,2,WN,2135,34.0,28.0,541.0,16.0,0.0,12.0,Orange
2024,1,7,NK,750,-4.0,9.0,404.0,0.0,0.0,0.0,Green
2024,1,1,G4,1127,-13.0,-34.0,965.0,0.0,0.0,0.0,Green
2024,1,2,DL,1325,45.0,14.0,660.0,0.0,0.0,0.0,Green
2024,1,2,UA,1413,-4.0,-21.0,744.0,0.0,0.0,0.0,Green
2024,1,4,WN,1540,64.0,83.0,349.0,11.0,0.0,53.0,Red
2024,1,3,UA,1615,258.0,231.0,524.0,0.0,0.0,231.0,Red
2024,1,5,DL,2230,-6.0,-23.0,581.0,0.0,0.0,0.0,Green
2024,1,7,WN,1625,48.0,38.0,338.0,38.0,0.0,0.0,Orange
2024,1,3,UA,1925,-5.0,-8.0,630.0,0.0,0.0,0.0,Green
2024,1,1,F9,847,394.0,369.0,920.0,184.0,0.0,185.0,Red
2024,1,3,WN,840,0.0,19.0,1214.0,0.0,0.0,0.0,Orange
2024,1,5,UA,1640,-5.0,-25.0,4817.0,0.0,0.0,0.0,Green
2024,1,6,AA,1337,-10.0,-17.0,473.0,0.0,0.0,0.0,Green
2024,1,2,DL,1745,-10.0,-25.0,680.0,0.0,0.0,0.0,Green
2024,1,7,AA,704,-7.0,6.0,247.0,0.0,0.0,0.0,Green
2024,1,7,WN,2140,159.0,155.0,237.0,0.0,0.0,155.0,Red
2024,1,2,DL,1800,93.0,63.0,184.0,0.0,0.0,63.0,Red
2024,1,6,DL,1655,-10.0,-26.0,431.0,0.0,0.0,0.0,Green
2024,1,7,DL,1022,-11.0,10.0,1207.0,0.0,0.0,0.0,Green
2024,1,4,AA,1831,14.0,11.0,130.0,0.0,0.0,0.0,Green
2024,1,3,DL,650,-6.0,-18.0,515.0,0.0,0.0,0.0,Green
2024,1,5,WN,1305,-4.0,-8.0,664.0,0.0,0.0,0.0,Green
2024,1,7,UA,1205,-20.0,-6.0,201.0,0.0,0.0,0.0,Green
2024,1,1,WN,1635,46.0,195.0,1184.0,0.0,0.0,27.0,Red
2024,1,5,UA,935,54.0,76.0,429.0,18.0,0.0,36.0,Red
2024,1,5,AA,1141,-11.0,-28.0,386.0,0.0,0.0,0.0,Green
2024,1,6,NK,2107,70.0,61.0,197.0,0.0,0.0,0.0,Red
2024,1,2,F9,1511,2.0,12.0,757.0,0.0,0.0,0.0,Green
2024,1,5,AA,1833,4.0,5.0,226.0,0.0,0.0,0.0,Green
2024,1,6,WN,1310,-11.0,-22.0,341.0,0.0,0.0,0.0,Green
2024,1,7,AA,1715,-2.0,-11.0,1303.0,0.0,0.0,0.0,Green
2024,1,5,AA,1902,18.0,9.0,369.0,0.0,0.0,0.0,Green
2024,1,2,UA,1335,9.0,8.0,888.0,0.0,0.0,0.0,Green
2024,1,4,AA,2226,-8.0,-18.0,455.0,0.0,0.0,0.0,Green
2024,1,2,DL,650,49.0,15.0,257.0,15.0,0.0,0.0,Orange
2024,1,5,AA,705,-8.0,-42.0,122.0,0.0,0.0,0.0,Green
2024,1,4,AA,2245,0.0,9.0,1235.0,0.0,0.0,0.0,Green
2024,1,7,DL,1450,-6.0,-17.0,1042.0,0.0,0.0,0.0,Green
2024,1,2,AA,1409,-8.0,-28.0,842.0,0.0,0.0,0.0,Green
2024,1,1,UA,935,15.0,-10.0,937.0,0.0,0.0,0.0,Green
2024,1,7,NK,1941,3.0,-6.0,397.0,0.0,0.0,0.0,Green
2024,1,7,UA,800,-4.0,12.0,1083.0,0.0,0.0,0.0,Green
2024,1,3,DL,1350,9.0,-30.0,1448.0,0.0,0.0,0.0,Green
2024,1,7,WN,1230,12.0,7.0,440.0,0.0,0.0,0.0,Green
2024,1,5,WN,1605,64.0,68.0,787.0,27.0,0.0,37.0,Red
2024,1,4,DL,1200,-5.0,10.0,457.0,0.0,0.0,0.0,Green
2024,1,2,WN,2000,35.0,25.0,304.0,25.0,0.0,0.0,Orange
2024,1,5,AA,1957,62.0,53.0,1336.0,0.0,0.0,53.0,Orange
2024,1,5,AA,1349,-4.0,-12.0,1979.0,0.0,0.0,0.0,Green
2024,1,2,F9,615,-11.0,-21.0,1034.0,0.0,0.0,0.0,Green
2024,1,1,WN,1000,-4.0,-26.0,909.0,0.0,0.0,0.0,Green
2024,1,5,UA,1950,8.0,4.0,458.0,0.0,0.0,0.0,Green
2024,1,5,UA,900,1.0,9.0,1514.0,0.0,0.0,0.0,Green
2024,1,3,WN,1635,12.0,-9.0,1521.0,0.0,0.0,0.0,Green
2024,1,5,WN,1640,9.0,-5.0,577.0,0.0,0.0,0.0,Green
2024,1,5,UA,1651,-7.0,2.0,723.0,0.0,0.0,0.0,Green
2024,1,1,AA,906,-4.0,-23.0,363.0,0.0,0.0,0.0,Green
2024,1,1,AA,840,44.0,53.0,1846.0,0.0,44.0,0.0,Orange
2024,1,1,WN,1415,0.0,13.0,846.0,0.0,0.0,0.0,Green
2024,1,2,WN,1415,-10.0,-27.0,880.0,0.0,0.0,0.0,Green
2024,1,1,DL,1250,67.0,47.0,143.0,1.0,0.0,46.0,Orange
2024,1,1,AA,2035,2.0,12.0,674.0,0.0,0.0,0.0,Green
2024,1,6,DL,2105,7.0,3.0,546.0,0.0,0.0,0.0,Green
2024,1,3,UA,930,-4.0,-28.0,1009.0,0.0,0.0,0.0,Green
2024,1,6,AA,1147,0.0,19.0,2125.0,0.0,0.0,0.0,Orange
2024,1,3,DL,1005,136.0,153.0,311.0,136.0,0.0,0.0,Red
2024,1,7,DL,815,-3.0,-22.0,946.0,0.0,0.0,0.0,Green
2024,1,5,UA,941,-1.0,-14.0,775.0,0.0,0.0,0.0,Green
2024,1,5,NK,1547,4.0,-16.0,1235.0,0.0,0.0,0.0,Green
2024,1,7,F9,1635,-2.0,0.0,895.0,0.0,0.0,0.0,Green
2024,1,5,UA,1340,-5.0,-29.0,1506.0,0.0,0.0,0.0,Green
2024,1,2,AA,1526,31.0,20.0,550.0,0.0,0.0,20.0,Orange
2024,1,7,DL,1205,125.0,115.0,404.0,48.0,0.0,67.0,Red
2024,1,4,UA,1215,-3.0,-10.0,224.0,0.0,0.0,0.0,Green
2024,1,3,WN,1145,10.0,0.0,73.0,0.0,0.0,0.0,Green
2024,1,5,AA,2103,-8.0,-5.0,526.0,0.0,0.0,0.0,Green
2024,1,5,AS,915,-4.0,-12.0,1107.0,0.0,0.0,0.0,Green
2024,1,6,DL,1010,-3.0,-18.0,1747.0,0.0,0.0,0.0,Green
2024,1,3,UA,603,16.0,7.0,1190.0,0.0,0.0,0.0,Green
2024,1,6,AA,1459,1.0,1.0,1235.0,0.0,0.0,0.0,Green
2024,1,4,AA,1717,27.0,28.0,1670.0,5.0,0.0,22.0,Orange
2024,1,4,DL,1920,43.0,26.0,907.0,3.0,0.0,23.0,Orange
2024,1,6,AA,2047,-5.0,-10.0,842.0,0.0,0.0,0.0,Green
2024,1,4,B6,1248,7.0,1.0,899.0,0.0,0.0,0.0,Green
2024,1,1,DL,1950,-1.0,-36.0,1035.0,0.0,0.0,0.0,Green
2024,1,4,AA,1852,31.0,26.0,728.0,0.0,0.0,26.0,Orange
2024,1,1,UA,1343,-3.0,-8.0,391.0,0.0,0.0,0.0,Green
2024,1,1,F9,833,-4.0,-2.0,397.0,0.0,0.0,0.0,Green
2024,1,2,WN,855,-10.0,-32.0,972.0,0.0,0.0,0.0,Green
2024,1,7,AA,1730,5.0,14.0,190.0,0.0,0.0,0.0,Green
2024,1,1,DL,700,-2.0,5.0,588.0,0.0,0.0,0.0,Green
2024,1,2,HA,900,-7.0,-2.0,2615.0,0.0,0.0,0.0,Green
2024,1,2,AA,1835,130.0,124.0,864.0,48.0,43.0,33.0,Red
2024,1,1,DL,1759,-6.0,4.0,271.0,0.0,0.0,0.0,Green
2024,1,2,WN,1950,57.0,55.0,247.0,0.0,0.0,55.0,Orange
2024,1,1,AA,1235,-9.0,-18.0,613.0,0.0,0.0,0.0,Green
2024,1,6,WN,1615,3.0,-3.0,590.0,0.0,0.0,0.0,Green
2024,1,7,WN,1115,18.0,10.0,387.0,0.0,0.0,0.0,Green
2024,1,2,WN,1855,0.0,-1.0,369.0,0.0,0.0,0.0,Green
2024,1,1,UA,1835,-10.0,-18.0,642.0,0.0,0.0,0.0,Green
2024,1,4,UA,935,-2.0,-25.0,802.0,0.0,0.0,0.0,Green
2024,1,2,DL,2155,54.0,44.0,241.0,0.0,44.0,0.0,Orange
2024,1,5,NK,2040,-11.0,-26.0,447.0,0.0,0.0,0.0,Green
2024,1,6,WN,1500,-4.0,-8.0,173.0,0.0,0.0,0.0,Green
2024,1,4,AA,620,-6.0,-20.0,802.0,0.0,0.0,0.0,Green
2024,1,3,WN,730,-1.0,-13.0,967.0,0.0,0.0,0.0,Green
2024,1,1,DL,2130,-2.0,-12.0,200.0,0.0,0.0,0.0,Green
2024,1,6,WN,520,8.0,26.0,1276.0,8.0,0.0,0.0,Orange
2024,1,5,DL,1555,1.0,-19.0,867.0,0.0,0.0,0.0,Green
2024,1,3,DL,2000,114.0,118.0,416.0,0.0,0.0,109.0,Red
2024,1,7,AA,2057,-5.0,3.0,316.0,0.0,0.0,0.0,Green
2024,1,2,WN,1955,33.0,22.0,231.0,12.0,0.0,10.0,Orange
2024,1,4,NK,2349,7.0,10.0,1824.0,0.0,0.0,0.0,Green
2024,1,7,AA,1321,-2.0,-13.0,335.0,0.0,0.0,0.0,Green
2024,1,5,UA,1905,8.0,12.0,266.0,0.0,0.0,0.0,Green
2024,1,5,AS,600,-7.0,-1.0,99.0,0.0,0.0,0.0,Green
2024,1,5,DL,1608,0.0,3.0,764.0,0.0,0.0,0.0,Green
2024,1,2,AA,1523,-12.0,-12.0,153.0,0.0,0.0,0.0,Green
2024,1,5,DL,600,-4.0,-12.0,551.0,0.0,0.0,0.0,Green
2024,1,7,WN,840,1.0,7.0,1047.0,0.0,0.0,0.0,Green
2024,1,4,NK,1437,-1.0,-16.0,1072.0,0.0,0.0,0.0,Green
2024,1,2,WN,1935,37.0,32.0,957.0,0.0,11.0,21.0,Orange
2024,1,3,B6,2045,38.0,-14.0,2475.0,0.0,0.0,0.0,Green
2024,1,2,AS,1207,8.0,19.0,2688.0,0.0,0.0,8.0,Orange
2024,1,1,NK,1253,286.0,292.0,468.0,0.0,0.0,262.0,Red
2024,1,1,DL,2315,-8.0,4.0,1865.0,0.0,0.0,0.0,Green
2024,1,4,AA,1308,33.0,20.0,226.0,20.0,0.0,0.0,Orange
2024,1,3,DL,710,-2.0,41.0,852.0,0.0,0.0,0.0,Orange
2024,1,1,WN,1855,31.0,19.0,177.0,1.0,0.0,18.0,Orange
2024,1,5,B6,310,-18.0,-33.0,1179.0,0.0,0.0,0.0,Green
2024,1,1,AA,1158,-5.0,-2.0,356.0,0.0,0.0,0.0,Green
2024,1,7,AA,1530,-9.0,-27.0,867.0,0.0,0.0,0.0,Green
2024,1,2,DL,815,-5.0,-29.0,266.0,0.0,0.0,0.0,Green
2024,1,5,AA,1925,137.0,124.0,590.0,0.0,0.0,124.0,Red
2024,1,3,UA,600,0.0,8.0,472.0,0.0,0.0,0.0,Green
2024,1,2,UA,1120,54.0,21.0,557.0,21.0,0.0,0.0,Orange
2024,1,3,AA,2033,-5.0,4.0,577.0,0.0,0.0,0.0,Green
2024,1,1,WN,2040,50.0,60.0,423.0,0.0,0.0,50.0,Orange
2024,1,3,UA,1941,1.0,-14.0,1829.0,0.0,0.0,0.0,Green
2024,1,7,F9,2158,-14.0,-13.0,606.0,0.0,0.0,0.0,Green
2024,1,5,UA,1925,-17.0,-37.0,288.0,0.0,0.0,0.0,Green
2024,1,5,WN,835,-3.0,-17.0,2462.0,0.0,0.0,0.0,Green
2024,1,7,G4,1944,-20.0,-36.0,470.0,0.0,0.0,0.0,Green
2024,1,1,DL,1805,-10.0,-12.0,1489.0,0.0,0.0,0.0,Green
2024,1,3,DL,1244,-10.0,-27.0,481.0,0.0,0.0,0.0,Green
2024,1,3,AA,1442,-7.0,-24.0,992.0,0.0,0.0,0.0,Green
2024,1,7,AA,1101,7.0,-11.0,1475.0,0.0,0.0,0.0,Green
2024,1,1,AS,700,-6.0,-4.0,236.0,0.0,0.0,0.0,Green
2024,1,3,UA,1350,-6.0,-28.0,383.0,0.0,0.0,0.0,Green
2024,1,7,DL,1140,-4.0,-23.0,188.0,0.0,0.0,0.0,Green
2024,1,3,UA,2204,-8.0,-24.0,588.0,0.0,0.0,0.0,Green
2024,1,5,AA,930,-4.0,40.0,1460.0,0.0,0.0,0.0,Orange
2024,1,6,DL,1210,-5.0,-42.0,1029.0,0.0,0.0,0.0,Green
2024,1,2,G4,1232,-23.0,-42.0,511.0,0.0,0.0,0.0,Green
2024,1,6,DL,1316,-5.0,-10.0,347.0,0.0,0.0,0.0,Green
2024,1,4,AA,1209,-10.0,-17.0,462.0,0.0,0.0,0.0,Green
2024,1,2,WN,940,-4.0,-18.0,691.0,0.0,0.0,0.0,Green
2024,1,4,AA,2130,9.0,-10.0,802.0,0.0,0.0,0.0,Green
2024,1,1,AA,1859,114.0,102.0,370.0,0.0,0.0,102.0,Red
2024,1,3,B6,1000,-10.0,-6.0,2248.0,0.0,0.0,0.0,Green
2024,1,2,B6,1955,240.0,222.0,474.0,11.0,0.0,211.0,Red
2024,1,6,AA,1709,-10.0,-22.0,646.0,0.0,0.0,0.0,Green
2024,1,7,AA,1038,48.0,81.0,1139.0,38.0,0.0,10.0,Red
2024,1,2,AA,1221,-7.0,-18.0,408.0,0.0,0.0,0.0,Green
2024,1,2,WN,1700,0.0,-15.0,1491.0,0.0,0.0,0.0,Green
2024,1,6,DL,2149,-7.0,-19.0,620.0,0.0,0.0,0.0,Green
2024,1,4,B6,1100,0.0,-30.0,2586.0,0.0,0.0,0.0,Green
2024,1,7,WN,1155,-1.0,3.0,1129.0,0.0,0.0,0.0,Green
2024,1,5,DL,1540,-1.0,-5.0,356.0,0.0,0.0,0.0,Green
2024,1,1,AA,903,-4.0,-29.0,1481.0,0.0,0.0,0.0,Green
2024,1,3,DL,2120,-10.0,-31.0,189.0,0.0,0.0,0.0,Green
2024,1,3,DL,1125,107.0,116.0,196.0,107.0,0.0,0.0,Red
2024,1,2,AA,1320,111.0,111.0,227.0,0.0,0.0,111.0,Red
2024,1,2,AS,1235,46.0,30.0,679.0,0.0,0.0,30.0,Orange
2024,1,4,UA,1223,-4.0,-22.0,915.0,0.0,0.0,0.0,Green
2024,1,2,AA,1020,-8.0,-20.0,1095.0,0.0,0.0,0.0,Green
2024,1,1,DL,1529,-6.0,-21.0,558.0,0.0,0.0,0.0,Green
2024,1,1,DL,539,11.0,18.0,961.0,11.0,0.0,0.0,Orange
2024,1,7,DL,1347,-2.0,10.0,874.0,0.0,0.0,0.0,Green
2024,1,6,WN,1515,-7.0,-25.0,1599.0,0.0,0.0,0.0,Green
2024,1,2,AA,2012,23.0,9.0,1242.0,0.0,0.0,0.0,Green
2024,1,6,WN,1230,-6.0,-2.0,440.0,0.0,0.0,0.0,Green
2024,1,7,DL,855,46.0,44.0,2116.0,44.0,0.0,0.0,Orange
2024,1,2,DL,1615,142.0,125.0,347.0,125.0,0.0,0.0,Red
2024,1,1,DL,2245,-8.0,-1.0,236.0,0.0,0.0,0.0,Green
2024,1,6,DL,750,-4.0,-4.0,399.0,0.0,0.0,0.0,Green
2024,1,1,UA,1625,60.0,56.0,758.0,0.0,0.0,56.0,Orange
2024,1,6,DL,1440,7.0,30.0,920.0,7.0,0.0,0.0,Orange
2024,1,5,AS,925,16.0,15.0,447.0,0.0,0.0,0.0,Orange
2024,1,5,DL,700,-1.0,-18.0,406.0,0.0,0.0,0.0,Green
2024,1,4,DL,1859,48.0,28.0,762.0,28.0,0.0,0.0,Orange
2024,1,3,WN,955,-2.0,0.0,1489.0,0.0,0.0,0.0,Green
2024,1,7,DL,2230,-3.0,-6.0,821.0,0.0,0.0,0.0,Green
2024,1,2,AA,1430,-7.0,-20.0,386.0,0.0,0.0,0.0,Green
2024,1,2,B6,1535,31.0,12.0,1028.0,0.0,0.0,0.0,Green
2024,1,4,WN,930,-4.0,-1.0,480.0,0.0,0.0,0.0,Green
2024,1,1,WN,530,-4.0,-18.0,829.0,0.0,0.0,0.0,Green
2024,1,2,AA,547,-8.0,-21.0,731.0,0.0,0.0,0.0,Green
2024,1,6,DL,600,-5.0,-12.0,321.0,0.0,0.0,0.0,Green
2024,1,2,AA,1249,5.0,2.0,587.0,0.0,0.0,0.0,Green
2024,1,3,DL,700,-3.0,-13.0,641.0,0.0,0.0,0.0,Green
2024,1,6,DL,2230,9.0,0.0,946.0,0.0,0.0,0.0,Green
2024,1,3,AA,1455,17.0,1.0,594.0,0.0,0.0,0.0,Green
2024,1,1,WN,1150,37.0,28.0,353.0,3.0,0.0,25.0,Orange
2024,1,4,UA,1155,61.0,50.0,643.0,0.0,0.0,50.0,Orange
2024,1,3,AA,1122,28.0,8.0,1773.0,0.0,0.0,0.0,Green
2024,1,3,AA,1830,-10.0,-4.0,893.0,0.0,0.0,0.0,Green
2024,1,2,AA,836,-2.0,36.0,977.0,0.0,0.0,0.0,Orange
2024,1,5,HA,1535,10.0,29.0,2556.0,29.0,0.0,0.0,Orange
2024,1,2,AS,700,-7.0,-10.0,344.0,0.0,0.0,0.0,Green
2024,1,2,DL,1530,0.0,-23.0,1930.0,0.0,0.0,0.0,Green
2024,1,6,UA,1941,707.0,665.0,1065.0,0.0,664.0,1.0,Red
2024,1,3,UA,959,-5.0,-18.0,199.0,0.0,0.0,0.0,Green
2024,1,6,DL,650,-2.0,-19.0,2586.0,0.0,0.0,0.0,Green
2024,1,2,UA,1040,-3.0,-12.0,343.0,0.0,0.0,0.0,Green
2024,1,5,WN,1440,78.0,79.0,1009.0,78.0,0.0,0.0,Red
